"","tp","ta","lat","long"
"3202",62,67,0.72,-79.7
"3203",45,85,-16.42,-73.63
"3204",8,120,-15.75,-74.47
"3205",23,185,-21.17,-69.24
"3206",64,193,-12.51,-76.93
"3207",71,79,-20.65,-70.76
"3208",71,200,-7.26,-75.74
"3209",47,38,-16.58,-72.95
"3210",55,86,1.64,-79.26
"3211",69,81,-19.98,-70.93
"3212",67,79,-19.84,-70.87
"3213",71,56,-19.87,-70.85
"3214",69,70,-19.8,-70.92
"3215",65,85,-19.81,-71
"3216",33,179,-13.93,-75.98
"3217",13,256,-3.99,-76.08
"3218",62,79,-6.63,-81.08
"3219",10,62,-21.78,-68.42
"3220",67,100,-16.02,-74.26
"3221",9,61,0.22,-80.41
"3222",7,241,0.34,-80.47
"3223",5,204,-13.51,-75.04
"3224",71,103,-15.96,-74.1
"3225",31,74,-19.41,-69.03
"3226",1,314,5.2,-82.65
"3227",12,254,-4.27,-76.88
"3228",33,55,-14.83,-70.59
"3229",25,82,-21.9,-68.69
"3230",72,347,-4.07,-80.36
"3231",12,266,-8,-75.86
"3232",4,353,-21.53,-66.79
"3233",1,285,-15.41,-73.39
"3234",62,84,-0.28,-80.49
"3235",54,84,1.66,-79.35
"3236",63,86,-14.09,-76.31
"3237",74,224,-5.57,-80.97
"3238",63,79,-19.98,-70.7
"3239",66,187,-19.96,-70.86
"3240",62,76,-20.02,-70.88
"3241",18,299,-19.99,-70.76
"3242",70,80,-19.94,-70.91
"3243",74,104,-20.02,-70.76
"3244",76,86,-20.19,-70.79
"3245",61,87,-19.93,-70.8
"3246",65,77,-19.76,-70.87
"3247",71,82,-19.72,-70.95
"3248",72,79,-19.69,-71.01
"3249",66,64,-19.69,-70.85
"3250",68,16,-19.88,-70.86
"3251",64,70,-19.82,-70.79
"3252",67,75,-19.82,-70.76
"3253",71,77,-19.79,-70.81
"3254",65,81,-19.83,-70.88
"3255",74,76,-19.79,-70.81
"3256",66,76,-19.59,-70.82
"3257",72,68,-19.61,-70.74
"3258",69,68,-19.79,-70.83
"3259",84,348,-2.25,-79.28
"3260",10,150,-19.51,-69.17
"3261",5,324,3.16,-84.19
"3262",21,71,-20.36,-69.14
"3263",72,32,-18.41,-71.25
"3264",16,360,-3.3,-80.57
"3265",76,96,-9.35,-78.72
"3266",34,92,-18.35,-69.17
"3267",74,92,-20.68,-70.79
"3268",29,46,-1.2,-77.58
"3269",14,87,-7.93,-74.45
"3270",74,76,-18.69,-70.74
"3271",82,170,-16.1,-73.99
"3272",7,98,-1.43,-80.4
"3273",6,314,4.67,-82.62
"3274",71,73,-3.68,-80.92
"3275",46,128,-21.58,-68.46
"3276",19,354,3.31,-79.41
"3277",17,57,-19.86,-69
"3278",19,131,-3.16,-75.76
"3279",9,319,5.36,-82.59
"3280",73,106,-20,-71.14
"3281",69,78,-20.04,-70.98
"3282",8,343,-19.34,-70.95
"3283",75,82,-20.21,-70.78
"3284",68,84,-19.71,-71.06
"3285",11,323,5.04,-82.57
"3286",28,214,-7.6,-79.37
"3287",70,83,-19.99,-70.9
"3288",14,143,1.77,-85.38
"3289",39,207,-21.31,-69.97
"3290",7,227,-21.3,-70
"3291",9,318,5.47,-82.65
"3292",43,299,-14.18,-75.57
"3293",73,17,-15.72,-75.55
"3294",4,265,-7.82,-74.4
"3295",71,91,-20.19,-70.84
"3296",71,71,-20.19,-70.81
"3297",62,78,1.22,-79.57
"3298",71,90,-19.94,-70.91
"3299",29,28,2.18,-84.54
"3300",11,358,2.22,-84.56
"3301",59,70,0.43,-79.79
"3302",60,67,0.5,-79.62
"3303",8,74,-2.8,-78.77
"3304",16,70,-8.45,-75
"3305",28,212,-16.12,-73.44
"3306",37,42,-8.59,-74.35
"3307",70,60,-16.93,-73.47
"3308",49,271,-8.09,-76.66
"3309",73,85,-18.42,-71.12
"3310",25,101,-20.84,-68.7
"3311",1,189,-14.53,-73.41
"3312",24,32,-21.18,-68.68
"3313",74,86,-19.94,-70.98
"3314",69,33,-5.49,-78.44
"3315",18,127,-21.63,-68.72
"3316",10,59,-1.7,-78.1
"3317",9,321,1.12,-85.4
"3318",55,236,-12.69,-76.74
"3319",71,96,-20.07,-71.13
"3320",17,89,-20.56,-68.79
"3321",66,90,-20,-71.07
"3322",44,75,-17.32,-69.43
"3323",22,114,-19.33,-69.3
"3324",7,253,-10.55,-70.9
"3325",16,254,-10.05,-71.02
"3326",18,258,-9.18,-71.26
"3327",12,165,3.89,-71.17
"3328",33,81,-19.36,-69.29
"3329",22,99,-8.6,-74.51
"3330",21,236,-21.05,-68.56
"3331",12,158,-16.67,-67.55
"3332",7,315,4.74,-82.61
"3333",25,74,-19.65,-69.77
"3334",71,85,-20.02,-70.99
"3335",73,120,-20.07,-70.94
"3336",7,318,3.53,-82.79
"3337",6,320,3.6,-82.83
"3338",14,316,5.16,-82.69
"3339",1,82,-15.25,-73.53
"3340",74,65,-14.4,-76.14
"3341",1,7,0.66,-77.89
"3342",28,51,-10.56,-74.08
"3343",7,314,5.99,-82.67
"3344",12,24,-16.15,-73.64
"3345",55,240,-7.61,-76.36
"3346",9,12,-15.72,-72.09
"3347",23,78,-16.27,-72.11
"3348",34,78,-17.75,-69.79
"3349",11,68,-2.52,-78.78
"3350",66,102,-8.55,-80.45
"3351",3,326,2.74,-84.38
"3352",7,83,-9.8,-74.85
"3353",74,77,-7.01,-80.12
"3354",60,189,3.45,-74.5
"3355",37,166,3.4,-74.5
"3356",7,34,-1.7,-77.91
"3357",28,47,-1.64,-77.58
"3358",33,73,-18.57,-69.75
"3359",11,103,-14.34,-73.44
"3360",9,80,-15.16,-73.97
"3361",14,64,-10.76,-74.69
"3362",55,269,-15.01,-74.9
"3363",74,50,-20.69,-70.3
"3364",11,289,3.03,-79.34
"3365",4,4,-13.84,-71.69
"3366",6,153,-19.78,-69.25
"3367",69,104,-20.03,-70.8
"3368",70,89,-20.02,-70.84
"3369",78,78,-19.97,-70.94
"3370",78,108,-19.95,-70.88
"3371",11,20,-20.89,-69.09
"3372",66,73,-3.33,-80.6
"3373",24,157,-21.23,-67.7
"3374",23,61,-20.05,-69
"3375",25,82,-21.8,-68.62
"3376",14,250,-5.57,-76.95
"3377",6,97,-21.54,-68.35
"3378",7,193,-3.26,-80.69
"3379",22,55,-1.6,-77.55
"3380",10,80,-19.26,-70.01
"3381",25,32,-1.49,-77.92
"3382",2,60,-16.29,-71.23
"3383",10,354,2.26,-84.44
"3384",9,319,3.19,-84.21
"3385",3.148,59,-14.25,-76.12
"3386",73,100,-20.45,-70.24
"3387",10,323,2.37,-84.56
"3388",4,322,1.51,-84.67
"3389",44,32,-16.81,-71.26
"3390",65,20,-17.49,-72.62
"3391",63,82,-17.42,-72.74
"3392",6,82,-18.66,-69.37
"3393",32,134,-3.74,-81.23
"3394",27,96,5.63,-75.89
"3395",18,142,-13.69,-76.29
"3396",73,111,-19.94,-70.8
"3397",68,61,-19.58,-70.48
"3398",0,136,3.88,-82.51
"3399",32,67,-19.86,-68.84
"3400",29,98,-19.58,-69.07
"3401",3,137,3.95,-82.71
"3402",3,141,5.3,-82.46
"3403",6,317,4.84,-82.56
"3404",52,221,-5.18,-80.58
"3405",35,54,-19.64,-69.09
"3406",74,62,-14.95,-71.73
"3407",66,105,-14.82,-71.48
"3408",3,142,1.25,-85.25
"3409",21,53,-10.75,-75.29
"3410",33,67,-18.2,-69.05
"3411",6,61,-3.22,-78.54
"3412",3,139,3.21,-84.22
"3413",59,63,-19.61,-70.77
"3414",70,96,-19.89,-70.95
"3415",72,74,-20.35,-70.45
"3416",71,57,-19.68,-71.18
"3417",68,72,-20.31,-70.58
"3418",58,70,-20.57,-70.5
"3419",71,63,-20.8,-70.59
"3420",67,54,-20.64,-70.65
"3421",69,76,-20.06,-71.03
"3422",75,82,-19.93,-70.93
"3423",74,237,-20.49,-70.91
"3424",72,74,-20.13,-70.56
"3425",68,47,-20.75,-70.67
"3426",71,57,-20.15,-70.56
"3427",81,82,-19.93,-70.82
"3428",78,159,-20.36,-70.87
"3429",43,62,-20.41,-71.01
"3430",76,104,-20.68,-70.89
"3431",54,220,-20.13,-70.85
"3432",3,231,-8.24,-71.58
"3433",73,74,-19.9,-70.85
"3434",82,60,-20.58,-70.6
"3435",62,122,-20.51,-70.92
"3436",71,94,-19.93,-71.03
"3437",67,78,-20.6,-70.8
"3438",66,104,-20.02,-70.95
"3439",58,137,-20.66,-70.65
"3440",66,68,-20.57,-70.75
"3441",66,76,-20.78,-70.75
"3442",71,93,-20.2,-70.78
"3443",76,224,-20.15,-70.69
"3444",74,83,-20.21,-70.86
"3445",74,98,-20.18,-70.85
"3446",68,288,-20.15,-70.87
"3447",70,93,-20.03,-70.92
"3448",69,74,-19.62,-71.04
"3449",73,83,-19.99,-70.97
"3450",26,190,0.73,-77.83
"3451",42,230,-10.54,-78.08
"3452",61,215,-8.53,-80.32
"3453",13,45,-21.08,-68.63
"3454",67,87,-14.52,-76.17
"3455",15,223,-14.76,-71.35
"3456",58,88,-8.32,-79.83
"3457",14,79,-2.09,-79.62
"3458",49,84,-16.71,-69.7
"3459",37,73,-20.94,-66.48
"3460",60,63,0.35,-79.93
"3461",77,81,-0.38,-80.2
"3462",64,99,-0.23,-80.69
"3463",64,88,-1,-80.85
"3464",30,344,-0.06,-80.77
"3465",66,102,-0.21,-80.76
"3466",66,123,-1.27,-80.86
"3467",61,87,0.58,-80.03
"3468",60,96,0.64,-80.21
"3469",69,81,0.71,-80.04
"3470",68,92,0.57,-79.93
"3471",59,79,-0.29,-80.51
"3472",63,89,-0.28,-80.5
"3473",69,86,-0.42,-80.54
"3474",55,95,-0.24,-80.59
"3475",59,133,0.61,-80.25
"3476",61,121,-0.19,-80.73
"3477",54,110,-6.98,-80.9
"3478",54,93,-17.72,-72.61
"3479",0,140,1.25,-85.25
"3480",5,336,5.68,-82.62
"3481",7,60,-21.77,-68.35
"3482",81,170,-2.71,-75.3
"3483",5,322,1.03,-85.28
"3484",5,322,0.8,-85.36
"3485",39,70,-19.72,-69.32
"3486",72,73,-20,-70.95
"3487",22,205,-15.74,-71.9
"3488",17,196,-15.59,-72.46
"3489",5,174,-14.43,-70.74
"3490",5.786,9,5.11,-82.52
"3491",69,78,-15.84,-74.78
"3492",19,343,3.06,-84.22
"3493",67,107,-13.39,-76.6
"3494",60,98,-14.28,-76.13
"3495",66,82,-14.35,-76.13
"3496",34,340,-13.45,-76.72
"3497",62,89,-14.43,-76.13
"3498",60,91,-14.46,-75.98
"3499",67,87,-14.18,-76.09
"3500",47,200,-13.6,-76.6
"3501",64,68,-13.81,-76.29
"3502",75,175,-13.63,-76.62
"3503",45,191,-13.63,-76.5
"3504",38,112,-19.72,-66.45
"3505",52,86,-13.69,-76.26
"3506",54,156,-13.62,-76.94
"3507",40,59,-20.95,-68.36
"3508",70,72,-5.84,-80.92
"3509",9,319,5.24,-82.68
"3510",55,66,-8.36,-74.27
"3511",10,87,-7.64,-74.38
"3512",6,213,-12.1,-75.41
"3513",18,238,-5.48,-81.22
"3514",74,73,-19.94,-70.33
"3515",65,77,-19.96,-70.36
"3516",11,74,-14.03,-73.09
"3517",26,45,-1.27,-77.31
"3518",17,66,-21.17,-68.91
"3519",7,265,-7.45,-75.15
"3520",26,39,-1.81,-76.91
"3521",70,74,5.65,-77.53
"3522",10,84,-7.64,-74.53
"3523",21,114,-8.41,-74.26
"3524",7,316,5.5,-82.5
"3525",23,61,-8.62,-74.88
"3526",72,70,-20.18,-70.71
"3527",5,83,-5.4,-81.93
"3528",5,349,5.77,-78.2
"3529",29,105,-21.46,-68.46
"3530",58,51,3.85,-76.74
"3531",64,64,-3.92,-80.92
"3532",4,57,-6.92,-81.61
"3533",76,193,-0.02,-78.32
"3534",73,43,-20.16,-70.02
"3535",68,98,-20.01,-71.04
"3536",63,178,-0.03,-78.39
"3537",49,83,-20.17,-69.04
"3538",1,93,-14.6,-73.57
"3539",61,139,-16.13,-73.11
"3540",9,322,1.09,-85.17
"3541",3,325,1.05,-85.27
"3542",9,318,5.18,-82.64
"3543",8,158,-15.82,-71.81
"3544",7,9,2.8,-84.28
"3545",68,75,-14.52,-76.25
"3546",10,319,4.92,-82.72
"3547",16,90,-20.2,-69.17
"3548",2,175,-15.65,-72.01
"3549",66,93,-19.76,-71.1
"3550",66,88,-0.94,-80.35
"3551",30,26,-10.72,-73.64
"3552",35,228,-10.62,-78.12
"3553",71,120,-16.3,-73.47
"3554",68,92,-20.03,-71.02
"3555",26,171,-10.72,-74.57
"3556",21,191,-13.76,-75.69
"3557",13,317,5.5,-82.49
"3558",44,170,-13.52,-76.66
"3559",71,113,0.59,-80.01
"3560",9,316,5.57,-82.61
"3561",26,89,-19.44,-69.05
"3562",59,86,-14.79,-75.43
"3563",8,161,-21.39,-68.29
"3564",9,144,1.91,-84.57
"3565",0,273,-17.64,-69.06
"3566",4,317,1.5,-85.5
"3567",25,70,3.05,-76.23
"3568",43,148,-15.77,-73.98
"3569",0,320,-17.65,-69.15
"3570",21,22,-10.79,-73.46
"3571",30,242,-8.5,-71.46
"3572",6,298,-21.61,-71.64
"3573",6,317,4.76,-82.58
"3574",36,331,-6.08,-76.63
"3575",7,249,-12.87,-70.93
"3576",25,14,-2.83,-80.59
"3577",26,355,-7.28,-76.76
"3578",75,109,-19.99,-70.97
"3579",32,36,-2.16,-76.77
"3580",69,83,-19.92,-70.93
"3581",42,95,5.38,-73.58
"3582",22,69,-20.38,-68.87
"3583",56,179,-0.3,-77.91
"3584",7,54,-16.38,-71.11
"3585",15,287,-15.15,-72.8
"3586",2,55,-15.31,-70.83
"3587",8,51,-15.19,-70.82
"3588",8,9,4.74,-77.25
"3589",67,83,0.85,-79.79
"3590",56,82,-10.89,-78.8
"3591",27,255,-9.97,-70.97
"3592",65,179,0.88,-79.71
"3593",1,322,2.27,-84.4
"3594",48,45,0.9,-79.75
"3595",70,128,0.94,-79.63
"3596",2,215,-13.53,-75.11
"3597",4,244,-17.15,-69.8
"3598",58,294,-10.28,-75.45
"3599",28,91,-17.23,-69.1
"3600",33,57,-17.71,-71.08
"3601",20,53,-1.42,-77.78
"3602",22,92,-19.59,-69.82
"3603",40,70,-15.67,-71.75
"3604",11,45,-1.44,-77.97
"3605",60,83,-7.01,-80.49
"3606",6,324,1.1,-85.21
"3607",2,325,1.05,-85.26
"3608",62,86,-7.17,-80.61
"3609",69,54,-20.17,-70.04
"3610",5,326,5.58,-77.96
"3611",45,113,-15.31,-72.27
"3612",30,104,-21.35,-68.39
"3613",7,307,3.97,-78.75
"3614",58,86,-13.58,-76.56
"3615",23,84,-2.53,-78.89
"3616",59,74,-6.57,-81.15
"3617",7,322,2.27,-84.46
"3618",64,73,-5.85,-80.89
"3619",9,54,-2.7,-78.2
"3620",61,72,-16.67,-73.44
"3621",5,318,5.7,-82.3
"3622",77,65,-1.18,-80.39
"3623",6,115,-19.97,-68.83
"3624",32,87,-20.39,-68.9
"3625",57,322,0.66,-79.26
"3626",12,238,-15.64,-74.16
"3627",14,342,5.51,-82.5
"3628",19,129,1.13,-77.39
"3629",33,75,-21.79,-68.58
"3630",16,175,-15.7,-71.31
"3631",7,165,-15.75,-71.43
"3632",15,187,-15.83,-71.5
"3633",68,127,-15.91,-74.02
"3634",62,88,-21.38,-69.52
"3635",54,278,-14.16,-75.6
"3636",12,238,-3.91,-76.62
"3637",5,317,5.22,-82.62
"3638",6,133,5.28,-82.67
"3639",7,144,2.32,-84.49
"3640",25,55,4.67,-76.18
"3641",17,71,2.73,-76.5
"3642",11,209,-15.7,-71.99
"3643",3,136,3.94,-82.7
"3644",29,50,-16.92,-70.81
"3645",17,140,1.24,-85.28
"3646",59,108,-16.44,-73.6
"3647",15,192,-15.72,-71.82
"3648",0,348,-15.71,-71.8
"3649",40,82,-20.9,-69
"3650",70,213,3.45,-74.67
"3651",2,248,-15.09,-73.98
"3652",85,244,-5.15,-74.91
"3653",24,61,-15.83,-71.64
"3654",10,74,-19.49,-69.09
"3655",24,65,-1.4,-77.7
"3656",25,119,-8.32,-74.24
"3657",21,58,-1.59,-77.69
"3658",5,60,-2.79,-77.35
"3659",18,119,4.7,-75.67
"3660",6,86,-7.65,-74.46
"3661",7,89,-9.55,-74.65
"3662",38,141,-15.64,-73.94
"3663",52,50,-10.57,-78.5
"3664",7,223,-11.24,-79.29
"3665",6,46,-1.46,-77.73
"3666",26,95,-16.63,-73.38
"3667",20,114,4.6,-72.61
"3668",29,104,-21.64,-68.63
"3669",9,244,-15.17,-74.73
"3670",11,13,-2.88,-80.39
"3671",26,135,-18.92,-67.71
"3672",18,252,-8.11,-71.4
"3673",25,76,-19.41,-69.07
"3674",50,12,-8.8,-77.72
"3675",28,116,-16.48,-74.03
"3676",17,22,-8.5,-74.47
"3677",5,93,4.72,-75.97
"3678",4,320,1.25,-85.25
"3679",6,145,0.75,-85.25
"3680",71,197,-12.14,-73.04
"3681",74,51,-19.88,-70.39
"3682",74,83,-0.74,-80.28
"3683",6,288,-14.89,-72.67
"3684",9,299,-3.04,-82.7
"3685",14,46,-21.46,-66.44
"3686",69,114,-14.17,-75.63
"3687",28,83,-18.01,-69.45
"3688",31,87,-20.06,-69.05
"3689",68,72,-5.74,-80.66
"3690",69,85,-20.69,-70.79
"3691",34,143,4.56,-76.64
"3692",66,80,-20.77,-70.65
"3693",27,101,-20.99,-69.73
"3694",67,82,-20.75,-70.63
"3695",10,359,2.97,-75.84
"3696",76,186,-3.85,-80.86
"3697",31,109,-18.51,-69.37
"3698",4,315,5.91,-82.66
"3699",14,49,-21.63,-68.53
"3700",13,204,-16.03,-74.14
"3701",4,208,-3.38,-79.97
"3702",41,63,-17.99,-69.41
"3703",6,324,3.65,-83.5
"3704",5,315,5.29,-82.59
"3705",37,153,0.48,-78.77
"3706",8,57,-21.3,-68.76
"3707",6,62,-14.07,-72.95
"3708",8,2,-15.88,-74.04
"3709",7,306,4.86,-78.22
"3710",43,67,-8.36,-74.27
"3711",8,256,-4.89,-76.37
"3712",33,72,-19.91,-70.41
"3713",69,311,-11.32,-78.19
"3714",65,102,0.62,-80.02
"3715",76,34,-19.96,-70.04
"3716",4,257,-9.35,-79
"3717",60,63,0.7,-79.68
"3718",19,238,-13.29,-74.9
"3719",9,156,3.93,-85.88
"3720",57,53,0.78,-79.8
"3721",59,262,-11.64,-74.48
"3722",18,78,-20.52,-68.92
"3723",0,135,4.04,-82.5
"3724",35,151,-11.96,-74.2
"3725",52,75,-8.04,-74.41
"3726",2,84,-10.02,-71.18
"3727",3,45,-6.12,-77.13
"3728",58,104,-1.25,-81.07
"3729",4,323,1.49,-85.27
"3730",13,32,-20.89,-68.45
"3731",24,73,-19.4,-69.53
"3732",0,135,5.28,-82.65
"3733",0,161,2.85,-84.29
"3734",8,37,-21.32,-68.23
"3735",17,104,-9.52,-74.66
"3736",33,331,-10.08,-74.76
"3737",36,74,-15.3,-71.68
"3738",75,201,-16.13,-73.66
"3739",9,150,5.47,-77.71
"3740",8,63,-19.07,-69.28
"3741",61,147,-16.47,-73.51
"3742",60,244,-10.23,-78.52
"3743",24,248,-7.89,-71.42
"3744",24,71,-21.91,-65.79
"3745",78,101,-20.02,-69.82
"3746",66,129,-8.88,-75.73
"3747",49,231,-16.39,-72.66
"3748",46,255,-16.5,-72.66
"3749",65,66,0.67,-80.07
"3750",8,46,-21.56,-68.28
"3751",44,358,-15.25,-70.09
"3752",1,91,5.22,-75.8
"3753",61,232,-12.17,-76.66
"3754",30,80,-19.2,-68.89
"3755",29,76,-21.41,-66.61
"3756",57,35,-15.63,-69.56
"3757",1,82,-3.55,-76.27
"3758",24,95,4.81,-76.22
"3759",58,81,1.6,-79.36
"3760",0,123,5.51,-80.51
"3761",63,108,2.61,-79.22
"3762",59,61,2.1,-79.02
"3763",58,87,2.94,-78.77
"3764",2,251,-14.54,-73.49
"3765",66,127,2.33,-79.37
"3766",14,317,5.44,-82.65
"3767",8,296,-2.25,-79.73
"3768",67,117,-16.69,-72.95
"3769",10,317,5.69,-82.57
"3770",11,63,-7.89,-74.41
"3771",12,75,-21.29,-68.73
"3772",10,61,-2.52,-78.5
"3773",28,293,1.81,-80.37
"3774",22,82,-19.36,-69.29
"3775",57,115,-15.52,-75.24
"3776",21,94,4.44,-75.78
"3777",7,319,5.28,-82.67
"3778",55,194,-1.95,-80.02
"3779",65,99,3.24,-78.19
"3780",30,47,-1.38,-77.69
"3781",9,84,-21.27,-68.15
"3782",8,322,2.14,-79.17
"3783",28,125,2.16,-79.23
"3784",14,319,2,-79.29
"3785",35,25,-15.59,-74.53
"3786",78,142,-6.41,-81.42
"3787",12,336,3.89,-85.92
"3788",31,78,-19.37,-68.96
"3789",71,29,-20.16,-70.7
"3790",59,239,-13.14,-74.38
"3791",62,82,-1.89,-80.88
"3792",33,265,-10.32,-78.4
"3793",26,88,-20.49,-65.19
"3794",79,157,-3.9,-80.71
"3795",10,54,-21.49,-68.34
"3796",56,107,-20.26,-70.45
"3797",56,296,-13.17,-74.52
"3798",29,158,-3.05,-80.33
"3799",3,278,2.8,-79.81
"3800",82,212,-3.9,-80.97
"3801",32,39,-1.55,-77.36
"3802",56,75,-10.06,-79.73
"3803",31,103,-18.91,-69.78
"3804",17,49,-1.78,-78.48
"3805",43,59,-17.02,-69.85
"3806",60,98,-8.33,-79.97
"3807",31,190,5.78,-74.17
"3808",10,179,5.81,-78.32
"3809",39,87,-19.88,-68.74
"3810",39,239,-12.77,-76.09
"3811",18,78,-2.5,-78.56
"3812",63,192,-2.95,-78.64
"3813",64,161,-13.49,-76.11
"3814",32,43,-1.57,-78.01
"3815",5,328,-18.89,-68.02
"3816",6,0,-21.39,-67.4
"3817",52,107,-16.65,-73.21
"3818",56,59,2.5,-78.85
"3819",17,54,-10.06,-76.35
"3820",37,341,-2.7,-79.91
"3821",7,46,-14.52,-70.84
"3822",75,90,-4.23,-80.65
"3823",21,45,-1.73,-76.74
"3824",70,24,-10.59,-74.75
"3825",29,148,-8.38,-74.27
"3826",6,28,-14.38,-70.67
"3827",13,81,-21.39,-68.05
"3828",53,21,-21.05,-68.46
"3829",28,76,-17.31,-69.28
"3830",35,93,-21.85,-68.32
"3831",40,100,-18.27,-69.44
"3832",68,55,-13.45,-76.79
"3833",29,49,-11.6,-77.83
"3834",4,118,-8.17,-80.03
"3835",13,342,2.45,-76.68
"3836",10,245,-4.89,-78.18
"3837",0,249,-6.03,-75.7
"3838",15,317,5.46,-82.6
"3839",62,39,0.15,-77.12
"3840",30,74,-19.14,-69.15
"3841",7,266,-9.58,-71.24
"3842",0,171,5.47,-82.5
"3843",32,50,-17.58,-69.98
"3844",60,338,-3.65,-79.24
"3845",28,34,-18.98,-69.12
"3846",61,283,-12.96,-76.75
"3847",4,265,-3.98,-79.49
"3848",19,70,-15.73,-74.11
"3849",59,53,0.42,-79.94
"3850",61,89,-15.09,-75.55
"3851",10,130,3.94,-82.59
"3852",37,204,-15.4,-74.54
"3853",16,210,-3.48,-78.44
"3854",22,277,-8.9,-71.35
"3855",82,124,-3.89,-81.42
"3856",53,246,-12.35,-76.93
"3857",55,244,-12.9,-76
"3858",48,131,-14.16,-76.23
"3859",25,63,-17.26,-70.57
"3860",24,205,-3.73,-77.83
"3861",68,250,-1.77,-78.2
"3862",73,219,-3.93,-80.86
"3863",72,224,-7.76,-76.81
"3864",62,251,-7.77,-76.86
"3865",4,251,-15.73,-72.48
"3866",67,52,2.28,-78.97
"3867",30,63,-16.19,-69.55
"3868",1,47,-15.77,-71.89
"3869",16,92,-15.06,-73.5
"3870",61,245,-13.9,-76.1
"3871",8,278,-8.16,-76.13
"3872",39,208,-14.86,-75.33
"3873",14,74,-9.53,-71.42
"3874",69,47,-20.72,-70.37
"3875",6,247,-13.82,-72.56
"3876",6,80,-15.16,-71.68
"3877",7,342,2.03,-77.04
"3878",16,261,-9.17,-71.26
"3879",13,235,-9.22,-71.25
"3880",30,92,-19.2,-69.12
"3881",59,70,3.01,-78.64
"3882",24,225,-8.84,-79.1
"3883",75,274,-5.36,-78.63
"3884",76,124,-14.98,-75.47
"3885",53,119,-15.1,-75.56
"3886",63,111,-15.04,-75.6
"3887",37,258,-9.21,-78.91
"3888",15,5,-21.46,-67.45
"3889",20,193,-9.59,-77.47
"3890",10,81,-3.96,-79.38
"3891",64,78,0.56,-80.05
"3892",24,38,-1.84,-77.5
"3893",15,80,-21.15,-70.11
"3894",5,137,-19.16,-67.46
"3895",21,269,-7.14,-71.71
"3896",15,14,-13.38,-71.71
"3897",20,98,-7.96,-73.89
"3898",13,71,-9.16,-79.05
"3899",67,160,-3.92,-81.06
"3900",21,83,-18.35,-69.7
"3901",84,256,-17.11,-65.67
"3902",79,320,-16.89,-65.46
"3903",17,316,5.94,-82.61
"3904",19,345,5.84,-82.4
"3905",10,223,-3.36,-77.47
"3906",40,274,-7.79,-75.63
"3907",9,315,5.92,-82.67
"3908",20,318,5.8,-79.08
"3909",14,319,5.74,-78.71
"3910",14,303,3.08,-79.3
"3911",8,55,-20.03,-68.93
"3912",61,244,0.13,-77.67
"3913",71,268,0.15,-77.83
"3914",26,186,0.1,-77.95
"3915",55,67,-20.53,-70.46
"3916",7,82,-18.53,-72.15
"3917",33,269,-18.22,-72.13
"3918",28,240,-18.45,-72.24
"3919",59,4,-3.85,-81.44
"3920",22,211,-15.64,-74.3
"3921",15,48,-21.79,-68.32
"3922",67,76,-5.62,-81.39
"3923",65,129,-20.19,-70.71
"3924",65,26,-20.51,-70.61
"3925",68,124,-12.46,-76.73
"3926",17,88,-21.37,-68.38
"3927",34,33,-14.13,-76.08
"3928",26,47,-20.48,-68.74
"3929",20,355,-15.23,-69.95
"3930",0,137,1.52,-85.3
"3931",35,255,-15.48,-74.04
"3932",46,58,-17.37,-70.41
"3933",0,134,4.86,-82.52
"3934",25,84,-19.19,-70.14
"3935",63,79,-17.83,-71.08
"3936",77,173,-20.15,-70.58
"3937",69,101,-14.97,-75.66
"3938",7,245,-9.19,-79.07
"3939",52,201,-0.96,-78.09
"3940",63,190,-1.08,-78.11
"3941",61,61,-6.54,-81.07
"3942",19,249,-8.22,-78.04
"3943",24,79,-18.22,-69.31
"3944",24,73,-21.14,-69.69
"3945",65,84,-6.98,-80.57
"3946",55,262,-9.53,-75.76
"3947",9,82,-21.4,-68.26
"3948",20,41,-1.44,-77.82
"3949",64,242,-10.53,-77.99
"3950",0,137,1.31,-84.97
"3951",28,67,-20.17,-68.51
"3952",37,95,-18.04,-66.96
"3953",33,49,-20.93,-69.8
"3954",26,76,-18.1,-69.67
"3955",11,47,-17.35,-74.21
"3956",12,271,-14.28,-73.44
"3957",62,77,-5.73,-80.97
"3958",66,162,-2.76,-77.65
"3959",56,56,-17.32,-72.4
"3960",65,125,-17.33,-72.57
"3961",52,32,-17.51,-72.49
"3962",67,90,-17.46,-72.44
"3963",0,229,2.52,-82.99
"3964",24,73,-17.54,-69.44
"3965",44,80,-17.36,-69.39
"3966",41,119,-17.66,-71.71
"3967",15,81,-21.88,-70.07
"3968",11,62,-7.09,-81.43
"3969",19,45,-1.41,-77.87
"3970",62,82,4.68,-77.43
"3971",22,58,-19.65,-69.05
"3972",8,88,-21.32,-68.37
"3973",28,76,5.12,-76.59
"3974",50,164,-2.83,-77.72
"3975",0,136,5.1,-82.6
"3976",0,139,5.45,-79.27
"3977",2,299,-7.08,-74.67
"3978",2,268,2.67,-79.88
"3979",61,116,-17.51,-72.61
"3980",21,354,2.33,-84.57
"3981",11,266,-14.71,-73.92
"3982",10,72,-18.35,-72.38
"3983",16,78,-20.82,-69.43
"3984",5,240,-9.2,-79.04
"3985",72,287,-6.66,-75.79
"3986",65,239,-13.02,-76.17
"3987",15,249,-8.24,-71.41
"3988",64,63,1.15,-79.65
